id,artist,title,year,medium,dimensions,object_id,file_name
10489,"Ulrich, Brian","Circuit City",2008,"Digital pigment print","image: 23 in x 18 1/4 in; mat: 30 in x 24 in; paper: 24 in x 20 in",2010:60,2010_60.jpg
10490,"Ulrich, Brian","Circuit City",2010,"Digital pigment print","image: 23 in x 18 1/4 in; mat: 30 in x 24 in; paper: 24 in x 20 in",2010:61,2010_61.jpg
10491,"Ulrich, Brian","Best Thrift",2010,"Digital pigment print","image: 23 in x 18 1/4 in; mat: 30 in x 24 in; paper: 24 in x 20 in",2010:62,2010_62.jpg
10492,"Ulrich, Brian","Future CompUSA",2010,"Digital pigment print","image: 23 in x 18 1/4 in; mat: 30 in x 24 in; paper: 24 in x 20 in",2010:63,2010_63.jpg
10493,"Porter, Merle","Site of Sutter's Saw Mill, Coloma, from the "Territory in Photo-Color: The Post Cards of Merle Porter"" series"",n.d.,"Offset print; Postcard","image/paper: 5 1/2 in x 3 1/2 in",S2010:34,S2010_34.jpg
10494,"Porter, Merle","Jerome, Arizona, from the "Territory in Photo-Color: The Post Cards of Merle Porter"" series"",n.d.,"Offset print; Postcard","image/paper: 5 1/2 in x 3 1/2 in",S2010:35,S2010_35.jpg
10495,"Porter, Merle","Picking Cotton, from the "Territory in Photo-Color: The Post Cards of Merle Porter"" series"",n.d.,"Offset print; Postcard","image/paper: 5 1/2 in x 3 1/2 in",S2010:36,S2010_36.jpg
10496,"Jian, Jiang","Masters, Henan China, from the "Masters"" series"",1993,"Inkjet print","image/paper: 6 1/4 in x 6 3/8 in; mat: 9 in x 12 in",2010:46.4.a,2010_46_4_a.jpg
10497,"Jian, Jiang","Masters, Henan China, from the "Masters"" series"",1993,"Inkjet print","image/paper: 6 1/4 in x 6 3/8 in; mat: 9 in x 12 in",2010:46.4.b,2010_46_4_b.jpg
10498,"Jian, Jiang","Masters, Henan China, from the "Masters"" series"",1993,"Inkjet print","image/paper: 6 1/4 in x 6 3/8 in; mat: 9 in x 12 in",2010:46.4.c,2010_46_4_c.jpg
10499,"Jian, Jiang","Hou Xiulan, 89-Years-Old at Baisha Village, Baisha Township of Yichuan County, in 1999, from the "Masters"" series"",1999,"Inkjet print","image/paper: 6 1/4 in x 7 7/8 in; mat: 9 in x 12 1/4 in",2010:46.4.d,2010_46_4_d.jpg
10500,"Jian, Jiang","The Family of Xue Baochuan (39-Years-Old) at Hanwangcheng Village, Guangwu Town of Xingyan City, in 2000, from the "Masters"" series"",2000,"Inkjet print","image/paper: 6 1/4 in x 7 7/8 in; mat: 9 in x 12 1/4 in",2010:46.4.e,2010_46_4_e.jpg
10501,"Jian, Jiang","Li Shucai and His Wife Bie Qiuling, at Yanggang Village, Wuliqiao Township of XiXia County in 1999, from the "Masters"" series"",1999,"Inkjet print","image/paper: 6 1/4 in x 7 7/8 in; mat: 9 in x 12 1/4 in",2010:46.4.f,2010_46_4_f.jpg
10502,"Jian, Jiang","Gao Doudou, 16-Years-Old, att Nanshishan Village, Chaoyang Township of Mengjin County in 1996, from the "Masters"" series"",1996,"Inkjet print","image/paper: 6 1/4 in x 7 7/8 in; mat: 9 in x 12 1/4 in",2010:46.4.g,2010_46_4_g.jpg
10503,"Jian, Jiang","Gao Feng (23-Years-Old) and His Wife (21-Years-Old) at Yangzhuang Village, Yuanwu Township of Yuanyang County in 1999, from the "Masters"" series"",1999,"Inkjet print","image/paper: 6 1/4 in x 7 7/8 in; mat: 9 in x 12 1/4 in",2010:46.4.h,2010_46_4_h.jpg
10504,"Jian, Jiang","The Three Generations of Zuo Shical's Family, at Xiaoshuang Tanggou Village, Luanchuan Township of Luanchuan County in 1999, from the "Masters"" series"",1999,"Inkjet print","image/paper: 6 1/4 in x 7 7/8 in; mat: 9 in x 12 1/4 in",2010:46.4.i,2010_46_4_i.jpg
10505,"Jian, Jiang","Li Shanquan, 14-Years-Old, at Gongxi Village, Lliangzhuang Township of Puyang County in 1998, from the "Masters"" series"",1998,"Inkjet print","image/paper: 6 1/4 in x 7 7/8 in; mat: 9 in x 12 1/4 in",2010:46.4.j,2010_46_4_j.jpg
10506,"Jian, Jiang","Zhao Weidong, 16-Years-Old, at Yugong Village, Wangwu Township of Jinyuan County in 1997, from the "Masters"" series"",1997,"Inkjet print","image/paper: 6 1/4 in x 7 7/8 in; mat: 9 in x 12 1/4 in",2010:46.4.k,2010_46_4_k.jpg
10507,"Jian, Jiang","Zhang Qunzi and Her Two Daughters, at Nanshishan Village, Chaoyang Township of Mengjin County in 1996, from the "Masters"" series"",1996,"Inkjet print","image/paper: 6 1/4 in x 7 7/8 in; mat: 9 in x 12 1/4 in",2010:46.4.l,2010_46_4_l.jpg
10508,"Jian, Jiang","Wang Zhengjia and His Wife Lu Gailan, at Xianwang Village, Dayling Township of Weishi County in 1995, from the "Masters"" series"",1995,"Inkjet print","image/paper: 6 1/4 in x 7 7/8 in; mat: 9 in x 12 1/4 in",2010:46.4.m,2010_46_4_m.jpg
10509,"Jian, Jiang","Zhao Lanying (74-Years-Old) at Huilong VIllage, Shangbali Township of Huixian County in 1993, from the "Masters"" series"",1993,"Inkjet print","image/paper: 6 1/4 in x 7 7/8 in; mat: 9 in x 12 1/4 in",2010:46.4.n,2010_46_4_n.jpg
10510,"Jian, Jiang","Yuan Suhua and Her Younger Brother, at Shuangmiao Village, Zaqi Township of Luyi County in 1994, from the "Masters"" series"",1994,"Inkjet print","image/paper: 6 1/4 in x 7 7/8 in; mat: 9 in x 12 1/4 in",2010:46.4.o,2010_46_4_o.jpg
10511,"Jian, Jiang","Luyi Henan, from the "Scenes"" series"",1994,"Inkjet print","image/paper: 6 1/4 in x 7 15/16 in; mat: 9 in x 12 1/4 in",2010:46.5.a,2010_46_5_a.jpg
10512,"Jian, Jiang","Luyi County, Henan, from the "Scenes"" series"",1993-2003,"Inkjet print","image/paper: 6 1/4 in x 7 15/16 in; mat: 9 in x 12 1/4 in",2010:46.5.b,2010_46_5_b.jpg
10513,"Jian, Jiang","Xinzheng, Henan, from the "Scenes"" series"",1990,"Inkjet print","image/paper: 6 1/4 in x 7 15/16 in; mat: 9 in x 12 1/4 in",2010:46.5.c,2010_46_5_c.jpg
10514,"Rankaitis, Susan","Untitled #23, from the "DNA Recombinata"" series"",1996,"Mixed media","image/paper: 8 in x 10 in; mat: 16 in x 20 in",1997:130.r,1997_130_r.jpg
10515,"Rankaitis, Susan","Untitled #24, from the "DNA Recombinata"" series"",1996,"Mixed media","image/paper: 8 in x 10 in; mat: 16 in x 20 in",1997:130.s,1997_130_s.jpg
10516,"Yama, Karen","Fifty States of Sunset, , from the "Endtime Trilogy"""",2010,"DVD; Video",,2010:65.b,2010_65_b.jpg
10517,"Yama, Karen","Treatise, from the "Endtime Trilogy"""",2010,"DVD; Video",,2010:65.c,2010_65_c.jpg
10518,"Thall, Bob","Progress in Photography, from "A Year in Chicago's Grant Park"""",1984,"Chromogenic development print","image each: 9 7/8 in x 12 1/2 in; paper each: 11 in x 13 3/4 in",1984:83.a,1984_83_a.jpg
10519,"Thall, Bob","Progress in Photography, from "A Year in Chicago's Grant Park"""",1984,"Chromogenic development print","image each: 9 7/8 in x 12 1/2 in; paper each: 11 in x 13 3/4 in",1984:83.b,1984_83_b.jpg
10520,"Yama, Karen","Endtime Trilogy",2010,"DVD; Video",,2010:65,2010_65.jpg
10521,"Sander, August","Customs Official",1929,"Gelatin silver print","image/paper: 12 in x 8 1/2 in; mat: 20 in x 16 in",2010:70,2010_70.jpg
10522,"Saudek, Jan",Untitled,1977,"Gelatin silver print","image: 13 1/2 in x 10 9/16 in; mat: 20 1/8 in x 15 7/8 in; paper: 15 1/2 in x 11 1/2 in",2010:68,2010_68.jpg
10523,"Saudek, Jan",Untitled,1977,"Gelatin silver print","image: 12 1/8 in x 10 1/2 in; mat: 19 7/8 in x 15 3/4 in; paper: 15 1/2 in x 11 1/2 in",2010:69,2010_69.jpg
10524,"Umbrico, Penelope","8,146,774 Suns from Flickr (Partial) 10/15/10",2010,"Collage; Chromogenic development print","frame: 4 ft x 8 ft",2010:64.a,2010_64_a.jpg
10525,"Umbrico, Penelope","Excerpt from 8,146,774 Suns from Flickr (Partial) 10/15/10",2010,"Collage; Chromogenic development print","frame: 36 in x 42 in",2010:64.b,2010_64_b.jpg
10526,"Swanson, Amber Hawk","Ten videos from the "Feminism?"" project"",2005-2006,"DVD; Video",,2010:71,2010_71.jpg
10527,"Malagrino, Silvia","Burnt Oranges",2005,"DVD; Video","dvd case: 7 1/4 in x 5 1/4 in",2010:57,2010_57.jpg
10528,"Malagrino, Silvia","Burnt Oranges",2005,"DVD; Video","dvd case: 7 1/4 in x 5 1/4 in",2010:57,"Burnt Oranges (clip).mov"
10529,"Nevel, Jocelyn",Pilot,2007,Cyanotype,"frame: 14 in x 14 in; image/paper: 10 1/2 in x 10 1/2 in",2010:73,2010_73.jpg
10530,"Cartagena Gonzalez, Alejandro","Lost River #20, from the "Suburbia Mexicana"" series"",2008,"Inkjet print","image: 15 3/4 in x 19 3/4 in; mat: 23 3/4 in x 29 3/4 in; paper: 20 in x 24 in",2010:76,2010_76.jpg
10531,"Cartagena Gonzalez, Alejandro","Fragmented Cities, Escobedo, from the "Suburbia Mexicana"" series"",2008,"Inkjet print","image: 15 3/4 in x 19 3/4 in; mat: 23 3/4 in x 29 3/4 in; paper: 20 in x 24 in",2010:77,2010_77.jpg
10532,"Cartagena Gonzalez, Alejandro","Business in Newly Built Suburb in Juarez, from the "Suburbia Mexicana"" series"",2009,"Inkjet print","image: 15 5/8 in x 20 in; mat: 24 1/4 in x 30 in; paper: 20 in x 24 in",2010:78,2010_78.jpg
10533,"Cartagena Gonzalez, Alejandro","Fragmented Cities, Apodace, from the "Suburbia Mexicana"" series"",2006,"Inkjet print","image: 15 3/4 in x 20 1/4 in; mat: 24 in x 30 in; paper: 20 in x 24 in",2010:79,2010_79.jpg
10534,"Cartagena Gonzalez, Alejandro","Untitled Urban Holes, from the "Suburbia Mexicana"" series"",2008,"Inkjet print","image: 16 in x 20 in; mat: 23 3/4 in x 29 3/4 in; paper: 20 in x 24 in",2010:80,2010_80.jpg
10535,"Cartagena Gonzalez, Alejandro","Fragmented Cities, Juarez, from the "Suburbia Mexicana"" series"",2008,"Inkjet print","image: 15 3/4 in x 20 1/4 in; mat: 24 in x 30 in; paper: 20 in x 24 in",2010:81,2010_81.jpg
10536,"Piontek, Birthe",Newton,2008,"Chromogenic development print","board: 24 in x 20 in; image: 20 in x 20 in; paper: 24 in x 20 in",2010:86,2010_86.jpg
10537,"Piontek, Birthe",Covered,2008,"Chromogenic development print","board: 24 in x 20 in; image: 20 in x 20 in; paper: 24 in x 20 in",2010:87,2010_87.jpg
10538,"Piontek, Birthe",Claire,2008,"Chromogenic development print","board: 24 in x 20 in; image: 20 in x 20 in; paper: 24 in x 20 in",2010:88,2010_88.jpg
10539,"Piontek, Birthe",Valley,2008,"Chromogenic development print","board: 24 in x 20 in; image: 20 in x 20 in; paper: 24 in x 20 in",2010:89,2010_89.jpg
10540,"Piontek, Birthe","Front Yard",2008,"Chromogenic development print","board: 24 in x 20 in; image: 20 in x 20 in; paper: 24 in x 20 in",2010:90,2010_90.jpg
10541,"Piontek, Birthe",Entrance,2008,"Chromogenic development print","board: 24 in x 20 in; image: 20 in x 20 in; paper: 24 in x 20 in",2010:91,2010_91.jpg
10542,"Piontek, Birthe",Veronica,2008,"Chromogenic development print","board: 24 in x 20 in; image: 20 in x 20 in; paper: 24 in x 20 in",2010:92,2010_92.jpeg
10543,"Sherman, Cindy",Untitled,1983,"Chromogenic development print","image: 15 3/8 in x 10 5/8 in; mat: 23 7/8 in x 19 7/8 in; paper: 20 in x 16 in",2010:117,2010_117.jpg
10544,"Porter, Merle","Highway 40 -- "The California Trail"""," from the ""Territory in Photo-Color: The Post Cards of Merle Porter"" series"",n.d.,"Offset print; Postcard","image/paper: 5 1/2 in x 3 1/2 in",S2010:37
10545,"Porter, Merle","The Narrows, from the "Territory in Photo-Color: The Post Cards of Merle Porter"" series"",n.d.,"Offset print; Postcard","image/paper: 5 1/2 in x 3 1/2 in",S2010:38,S2010_38.jpg
10546,"Porter, Merle","Oceanside, California, from the "Territory in Photo-Color: The Post Cards of Merle Porter"" series"",n.d.,"Offset print; Postcard","image/paper: 5 1/2 in x 3 1/2 in",S2010:39,S2010_39.jpg
10547,"Porter, Merle","The Bottle House, from the "Territory in Photo-Color: The Post Cards of Merle Porter"" series"",n.d.,"Offset print; Postcard","image/paper: 5 1/2 in x 3 1/2 in",S2010:40,S2010_40.jpg
10548,"Porter, Merle","Old Hotel -- Hesperia, California, from the "Territory in Photo-Color: The Post Cards of Merle Porter"" series"",n.d.,"Offset print; Postcard","image/paper: 5 1/2 in x 3 1/2 in",S2010:41,S2010_41.jpg
10549,"Porter, Merle","Banning to Idyllwild Highway, from the "Territory in Photo-Color: The Post Cards of Merle Porter"" series"",n.d.,"Offset print; Postcard","image/paper: 5 1/2 in x 3 1/2 in",S2010:42,S2010_42.jpg
10550,"Porter, Merle","Davis Dam, from the "Territory in Photo-Color: The Post Cards of Merle Porter"" series"",n.d.,"Offset print; Postcard","image/paper: 5 1/2 in x 3 1/2 in",S2010:43,S2010_43.jpg
10551,"Jian, Jiang","Luoshan Henan, a Hairdresser in the Village, from the "Scenes"" series"",1989,"Inkjet print","image/paper: 6 1/4 in x 7 15/16 in; mat: 9 in x 12 1/4 in",2010:46.5.d,2010_46_5_d.jpg
10552,"Jian, Jiang","ZhouKou, Henan, from the "Scenes"" series"",1992,"Inkjet print","image/paper: 6 1/4 in x 7 15/16 in; mat: 9 in x 12 1/4 in",2010:46.5.e,2010_46_5_e.jpg
10553,"Jian, Jiang","ZhouKou, Henan, from the "Scenes"" series"",1994,"Inkjet print","image/paper: 6 1/4 in x 7 15/16 in; mat: 9 in x 12 1/4 in",2010:46.5.f,2010_46_5_f.jpg
10554,"Jian, Jiang","Huixian County, Henan, from the "Scenes"" series"",1986,"Inkjet print","image/paper: 6 1/4 in x 7 15/16 in; mat: 9 in x 12 1/4 in",2010:46.5.g,2010_46_5_g.jpg
10555,"Jian, Jiang","Xunxian County, After Guests, Leave the Country Banquet, from the "Scenes"" series"",1989,"Inkjet print","image/paper: 6 1/4 in x 7 15/16 in; mat: 9 in x 12 1/4 in",2010:46.5.h,2010_46_5_h.jpg
10556,"Jian, Jiang","Gushi, Henan, The Life is Crashed, But the Dream Cannot Be Crashed, from the "Scenes"" series"",1989,"Inkjet print","image/paper: 6 1/4 in x 7 15/16 in; mat: 9 in x 12 1/4 in",2010:46.5.i,2010_46_5_i.jpg
10557,"Jian, Jiang","Zhoukou, Henan, Chairman Mao and His Successor Hua Guofeng, from the "Scenes"" series"",1993,"Inkjet print","image/paper: 6 1/4 in x 7 15/16 in; mat: 9 in x 12 1/4 in",2010:46.5.j,2010_46_5_j.jpg
10558,"Jian, Jiang","Zhoukou, Henan, Life Is Not Completely New, from the "Scenes"" series"",1994,"Inkjet print","image/paper: 6 1/4 in x 7 15/16 in; mat: 9 in x 12 1/4 in",2010:46.5.k,2010_46_5_k.jpg
10559,"Jian, Jiang","Untitled, from the "Scenes"" series"",1986,"Inkjet print","image/paper: 6 1/4 in x 7 15/16 in; mat: 9 in x 12 1/4 in",2010:46.5.l,2010_46_5_l.jpg
10560,"Jian, Jiang","Untitled, from the "Scenes"" series"",1986,"Inkjet print","image/paper: 6 1/4 in x 7 15/16 in; mat: 9 in x 12 1/4 in",2010:46.5.m,2010_46_5_m.jpg
10561,"Jian, Jiang","Untitled #58, from the "Scenes"" series"",1986,"Inkjet print","image/paper: 6 1/4 in x 7 15/16 in; mat: 9 in x 12 1/4 in",2010:46.5.n,2010_46_5_n.jpg
10562,"Jian, Jiang","Xixia, Henan, Chairman Mao's Picture Only Paste Zhongtang, from the "Scenes"" series"",1993,"Inkjet print","image/paper: 6 1/4 in x 7 15/16 in; mat: 9 in x 12 1/4 in",2010:46.5.o,2010_46_5_o.jpg
10563,"Baldessari, John","Throwing Three Balls in the Air to Get a Straight Line (Best of Thirty-Six Attempts)",1973,Portfolio,"overall: 9 3/4 in x 12 7/8 in",2010:55.1-14,2010_55_case.jpg
10564,"Baldessari, John","Throwing Three Balls in the Air to Get a Straight Line (Best of Thirty-Six Attempts) (detail)",1973,"Offset lithograph","image: 7 in x 10 1/4 in; paper: 9 9/16 in x 12 3/4 in",2010:55.1,2010_55_1.jpg
10565,"McCartney, Paula","Winter Bluebirds, from the "Birdwatching"" series"","2005; printed 2010","Digital chromogenic development print","frame: 29 1/2 in x 24 1/2 in; image: 19 in x 19 in; mat: 29 in x 24 in; paper: 28 in x 23 in",2010:58,2010_58.jpg
10566,"McCartney, Paula","Vermilion Flycatchers, from the "Birdwatching"" series"","2006; printed 2010","Digital chromogenic development print","frame: 29 1/2 in x 24 1/2 in; image: 19 in x 19 in; mat: 29 in x 24 in; paper: 28 in x 23 in",2010:59,2010_59.jpg
10567,"Disfarmer, Michael","Untitled (seated man in suit with boy and girl)","c. 1940","Gelatin silver print","image: 5 in x 3 in; mat: 11 in x 8 1/2 in; paper: 5 1/2 in x 3 1/2 in",2010:123,2010_123.jpg
10568,"Disfarmer, Michael","Untitled (woman in button front dress)","c. 1940","Gelatin silver print","image: 5 1/8 in x 3 in; mat: 11 in x 8 1/2 in; paper: 5 1/8 in x 3 1/2 in",2010:124,2010_124.jpg
10569,"Disfarmer, Michael","Untitled (two children in coats, seated on table)","c. 1940","Gelatin silver print","image: 5 in x 3 in; mat: 11 in x 8 1/2 in; paper: 5 3/8 in x 3 3/8 in",2010:125,2010_125.jpg
10570,"Disfarmer, Michael","Untitled (toddler girl standing and holding rattle)","c. 1940","Gelatin silver print","image: 4 5/8 in x 3 in; mat: 11 in x 8 1/2 in; paper: 5 in x 3 1/2 in",2010:126,2010_126.jpg
10571,"Disfarmer, Michael","Untitled (girl with curled hair, plaid collar)","c. 1940","Gelatin silver print","image: 4 9/16 in x 3 in; mat: 11 in x 8 1/2 in; paper: 5 in x 3 1/2 in",2010:127,2010_127.jpg
10572,"Disfarmer, Michael","Untitled (man with mustache, diamond border)",1936,"Gelatin silver print","image: 5 5/16 in x 2 3/4 in; mat: 11 in x 8 1/2 in; paper: 3 3/4 in x 2 3/4 in",2010:128,2010_128.jpg
10573,"Yun, Suyeon","Great Show, Pittsburg, PA",2007,"Digital pigment print","image: 16 in x 20 in; paper: 24 in x 29 in",2011:1,2011_1.jpg
10574,"Yun, Suyeon","Crab Meat, Boulder, CO",2007,"Digital pigment print","image: 16 in x 20 in; paper: 24 in x 29 in",2011:2,2011_2.jpg
10575,"Disfarmer, Michael","Untitled (woman in checkered pinafore dress)","c. 1940","Gelatin silver print","image/paper: 4 1/2 in x 2 7/16 in; mat: 11 in x 8 1/2 in",2011:382,2011_382.jpg
10576,"Disfarmer, Michael","Untitled (girl and boy dressed in sailor suits)","c. 1940","Gelatin silver print","image: 3 in x 5 in; mat: 11 in x 8 1/2 in; paper: 3 3/8 in x 5 1/2 in",2012:52,2012_52.jpg
10577,"Disfarmer, Michael","Untitled (man holding infant on lap)","c. 1940","Gelatin silver print","image: 5 1/8 in x 3 in; mat: 11 in x 8 1/2 in; paper: 5 1/2 in x 3 1/2 in",2012:53,2012_53.jpg
10578,"Disfarmer, Michael","Untitled (twin girls with baby, seated on table)","c. 1940","Gelatin silver print","image: 4 5/8 in x 3 in; mat: 11 in x 8 1/2 in; paper: 5 in x 3 1/2 in",2012:54,2012_54.jpg
10579,"Disfarmer, Michael","Untitled (baby seated on table wearing striped shirt)","c. 1940","Gelatin silver print","image: 5 in x 2 7/16 in; mat: 11 in x 8 1/2 in; paper: 5 3/8 in x 3 7/16 in",2011:381,2011_381.jpg
10580,"Porter, Merle","Gateway to June Lake, from the "Territory in Photo-Color: The Post Cards of Merle Porter"" series"",n.d.,"Offset print; Postcard","image/paper: 5 1/2 in x 3 1/2 in",S2010:44,S2010_44.jpg
10581,"Porter, Merle","Crowley Lake Boat Landing, from the "Territory in Photo-Color: The Post Cards of Merle Porter"" series"",n.d.,"Offset print; Postcard","image/paper: 5 1/2 in x 3 1/2 in",S2010:45,S2010_45.jpg
10582,"Rose, Roy E.","Desert Aero, Kern County Airport, Harvey Field -- Inyokern, California, from the "Territory in Photo-Color: The Post Cards of Merle Porter"" series"",n.d.,"Offset print; Postcard","image/paper: 5 1/2 in x 3 1/2 in",S2010:46,S2010_46.jpg
10583,"Rose, Roy E.","Desert Aero, Kern County Airport, Harvey Field -- Inyokern, California, from the "Territory in Photo-Color: The Post Cards of Merle Porter"" series"",n.d.,"Offset print; Postcard","image/paper: 5 1/2 in x 3 1/2 in",S2010:46,S2010_46.jpg
10584,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,2010_67_back_cover.JPG
10585,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0090.JPG
10586,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0089.JPG
10587,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0088.JPG
10588,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0087.JPG
10589,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0086.JPG
10590,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0085.JPG
10591,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0084.JPG
10592,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0083.JPG
10593,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0082.JPG
10594,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0080.JPG
10595,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0079.JPG
10596,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0078.JPG
10597,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0076.JPG
10598,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0075.JPG
10599,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0074.JPG
10600,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0073.JPG
10601,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0072.JPG
10602,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0069.JPG
10603,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0068.JPG
10604,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0067.JPG
10605,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0066.JPG
10606,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0065.JPG
10607,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0064.JPG
10608,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0063.JPG
10609,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0062.JPG
10610,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0061.JPG
10611,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0060.JPG
10612,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0059.JPG
10613,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0058.JPG
10614,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0057.JPG
10615,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0056.JPG
10616,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0055.JPG
10617,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0054.JPG
10618,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0053.JPG
10619,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0052.JPG
10620,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0051.JPG
10621,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0050.JPG
10622,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0049.JPG
10623,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0048.JPG
10624,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0046.JPG
10625,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0045.JPG
10626,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0044.JPG
10627,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0043.JPG
10628,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0042.JPG
10629,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0041.JPG
10630,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0040.JPG
10631,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0039.JPG
10632,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0037.JPG
10633,"Michals, Duane","Take One and See Mt. Fujiyama, and Other Stories",1976,Book,"overall: 6 in x 8 in",2010:67,DSC_0035.JPG
